text,audit_type,source
2025-05-13 password reset requested then cancelled (Rahel G.),SECURITY,hard_synthetic_v2
"payment of ETB 465,000 approved by Sara B. | see attachment",FINANCIAL,hard_synthetic_v2
Lidya W. changed IP during session | temporary entry,SECURITY,hard_synthetic_v2
2025-04-16 T75501: toolbox talk sheet missing (samuel),COMPLIANCE,hard_synthetic_v2
repeated open of restricted folder by dawit h.,USER_ACTIVITY,hard_synthetic_v2
2025-10-19 T38516: multiple faild logins on solomon a. account,SECURITY,hard_synthetic_v2
"T41325: cash advance ETB 535,000 logged by Kidus A.",FINANCIAL,hard_synthetic_v2
odd behaviour dormant account Dawit H.,USER_ACTIVITY,hard_synthetic_v2
certificate PDF swapped by Bereket D.,DATA_INTEGRITY,hard_synthetic_v2
anomaly noted,USER_ACTIVITY,hard_synthetic_v2
drawing pack uploaded by Yonas G.,REPORT_DOCUMENT,hard_synthetic_v2
henok t. changed ip during session,REPORT_DOCUMENT,hard_synthetic_v2
"per site instruction - expense claim ETB 361,000 from Bereket D.",FINANCIAL,hard_synthetic_v2
hold point skipped on foundation (helen),COMPLIANCE,hard_synthetic_v2
excavator out 10 days - not returned (Bereket D.),PROJECT_RESOURCE,hard_synthetic_v2
certificate PDF swapped by Bereket D.,DATA_INTEGRITY,hard_synthetic_v2
noted on site - external share of project file (Helen),REPORT_DOCUMENT,hard_synthetic_v2
drawing pack uploaded by mesfin,REPORT_DOCUMENT,hard_synthetic_v2
checklist incomplete for pour #6,COMPLIANCE,hard_synthetic_v2
T90777: excavator out 13 days - not returned (Marta T.) - site lay,PROJECT_RESOURCE,hard_synthetic_v2
file shared to client@own.org by Henok T.,REPORT_DOCUMENT,hard_synthetic_v2
T39715: awaiting confirmation - geo anomaly: Dawit H. appeared in two cities same day,SECURITY,hard_synthetic_v2
2025-05-07 contractor review score 74/100 by Hanna A. - please confirm,PROJECT_RESOURCE,hard_synthetic_v2
check Lidya W. activity,COMPLIANCE,hard_synthetic_v2
attendance history row removed by Rahel G.,DATA_INTEGRITY,hard_synthetic_v2
checklist incomplete for pour #39,COMPLIANCE,hard_synthetic_v2
external share of project file (selam f.),COMPLIANCE,hard_synthetic_v2
test results changed without aproval (Samuel),DATA_INTEGRITY,hard_synthetic_v2
T51616: session from unknown device (Solomon A.),SECURITY,hard_synthetic_v2
2026-12-26 T64885: check Mesfin activity,PROJECT_RESOURCE,hard_synthetic_v2
T22641: material overuse logged on site 3,PROJECT_RESOURCE,hard_synthetic_v2
failed authentication for Marta T.,SECURITY,hard_synthetic_v2
contractor import replaced values (Hanna A.),DATA_INTEGRITY,hard_synthetic_v2
"cash advance etb 553,000 logged by meron t.",FINANCIAL,hard_synthetic_v2
milestone 'finishes' delayed (Samuel),PROJECT_RESOURCE,hard_synthetic_v2
T14203: bulk delete of 207 rows by Bereket D. | from the meeting,USER_ACTIVITY,hard_synthetic_v2
milestone 'facade' delayed (Meron T.),PROJECT_RESOURCE,hard_synthetic_v2
generator hours high vs plan (Rahel G.) (check),PROJECT_RESOURCE,hard_synthetic_v2
as-built ZIP downloaded by Mesfin,REPORT_DOCUMENT,hard_synthetic_v2
measurement sheet deleted (hanna a.),DATA_INTEGRITY,hard_synthetic_v2
user list exported by Solomon A. after hours,USER_ACTIVITY,hard_synthetic_v2
cost code changed on PO by Henok T.,FINANCIAL,hard_synthetic_v2
invoice #3357 deleted after payment (Henok T.),FINANCIAL,hard_synthetic_v2
178 edits in under 5 min by lidya w.,USER_ACTIVITY,hard_synthetic_v2
session from unknown device (dawit h.),SECURITY,hard_synthetic_v2
scaffold parts missing after demob (Solomon A.),PROJECT_RESOURCE,hard_synthetic_v2
generator hours high vs plan (sara b.),PROJECT_RESOURCE,hard_synthetic_v2
T91928: repeated open of restricted folder by Tigist,USER_ACTIVITY,hard_synthetic_v2
2026-12-25 problem on Hawassa P2 policy breach recorded for,COMPLIANCE,hard_synthetic_v2
permision raised for Kidus A. without approval,SECURITY,hard_synthetic_v2
2025-08-14 milestone 'foundation' delayed (tigist),DATA_INTEGRITY,hard_synthetic_v2
commercial rates shared outside (Abebe K.) - please confirm,REPORT_DOCUMENT,hard_synthetic_v2
env spill report delayed (Rahel G.),COMPLIANCE,hard_synthetic_v2
budget increased 43% on alr ext by bereket d.,FINANCIAL,hard_synthetic_v2
2025-06-11 as discussed - multiple faild logins on Selam F. account,SECURITY,hard_synthetic_v2
contract PDF mailed externally (Lidya W.),REPORT_DOCUMENT,hard_synthetic_v2
role misuse flagged for Getachew | temporary entry,USER_ACTIVITY,hard_synthetic_v2
105 edits in under 5 min by Lidya W. - site lay,USER_ACTIVITY,hard_synthetic_v2
policy breach recorded for Getachew - ezih,COMPLIANCE,hard_synthetic_v2
Abebe K. login failed from 197.54.226.127,SECURITY,hard_synthetic_v2
"expense claim etb 29,000 from solomon a. - ezih",FINANCIAL,hard_synthetic_v2
T26197: NCR closed without QM signature (Hanna A.),COMPLIANCE,hard_synthetic_v2
site report late by 6 days (Sara B.),COMPLIANCE,hard_synthetic_v2
contractor import replaced values (Tigist) - ezih,DATA_INTEGRITY,hard_synthetic_v2
"expense claim ETB 207,000 from Lidya W.",FINANCIAL,hard_synthetic_v2
toolbox talk sheet missing (selam f.),COMPLIANCE,hard_synthetic_v2
as-built ZIP downloaded by Helen,REPORT_DOCUMENT,hard_synthetic_v2
T18945: env spill report delayed (Sara B.),COMPLIANCE,hard_synthetic_v2
external data import by abebe k.,DATA_INTEGRITY,hard_synthetic_v2
NCR closed without QM signature (Solomon A.) | from the meeting,COMPLIANCE,hard_synthetic_v2
2025-11-18 budget line edit on bd hospital (abebe k.),FINANCIAL,hard_synthetic_v2
2026-10-24 T68929: for your action - duplicate invoice #6696 entered,FINANCIAL,hard_synthetic_v2
policy breach recorded for Getachew,COMPLIANCE,hard_synthetic_v2
document export by Sara B. - ezih,DATA_INTEGRITY,hard_synthetic_v2
T70286: as-built rev changed after client sign-off (Lidya W.),DATA_INTEGRITY,hard_synthetic_v2
T73461: CSV import overwrote approved qty (Bereket D.),DATA_INTEGRITY,hard_synthetic_v2
Sara B. opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
T90216: contractor review score 63/100 by Getachew,PROJECT_RESOURCE,hard_synthetic_v2
"cash advance ETB 442,000 logged by Helen",FINANCIAL,hard_synthetic_v2
issue with yonas g. env spill report delayed,COMPLIANCE,hard_synthetic_v2
env spill report delayed (Kidus A.) - site lay,COMPLIANCE,hard_synthetic_v2
need follow up - Rahel G. modified contingency on Site 3,FINANCIAL,hard_synthetic_v2
T47631: 104 edits in under 5 min by Getachew,USER_ACTIVITY,hard_synthetic_v2
T73325: certificate PDF swapped by Hanna A. | please check,DATA_INTEGRITY,hard_synthetic_v2
need follow up - test results changed without approval (Lidya W.),DATA_INTEGRITY,hard_synthetic_v2
duplicate invioce #3640 entered - ezih,FINANCIAL,hard_synthetic_v2
external data import by Rahel G.,DATA_INTEGRITY,hard_synthetic_v2
marta t. modified contingency on site 3,FINANCIAL,hard_synthetic_v2
commercial rates shared outside (Meron T.),REPORT_DOCUMENT,hard_synthetic_v2
as-built ZIP downloaded by Marta T.,SECURITY,hard_synthetic_v2
external share of project file (Hanna .),REPORT_DOCUMENT,hard_synthetic_v2
external share of project file (Meron T.),REPORT_DOCUMENT,hard_synthetic_v2
2026-04-02 document exprot by Biruk M.,REPORT_DOCUMENT,hard_synthetic_v2
site reprot late by 14 days (helen),COMPLIANCE,hard_synthetic_v2
"cash advance ETB 372,000 logged by Samuel",FINANCIAL,hard_synthetic_v2
Samuel tried admin console - denied,REPORT_DOCUMENT,hard_synthetic_v2
2025-10-21 temporary entry - suspicious login pattern detected (Lidya W.),SECURITY,hard_synthetic_v2
please check - env spill report delayed (getachew),COMPLIANCE,hard_synthetic_v2
2025-06-10 Hanna A. modified contingency on Adama IP,FINANCIAL,hard_synthetic_v2
2025-12-23 T66154: file shared to sub@con.et by Meron T.,REPORT_DOCUMENT,hard_synthetic_v2
duplicate supplier invoice #6688,DATA_INTEGRITY,hard_synthetic_v2
anomaly noted duplicate supplier invoice #4452,DATA_INTEGRITY,hard_synthetic_v2
T61331: unauthorized access attempt by Biruk M. | from the meeting,SECURITY,hard_synthetic_v2
T70817: certificate pdf swapped by mesfin,FINANCIAL,hard_synthetic_v2
urgent - payment run for horizon mat by tigist,FINANCIAL,hard_synthetic_v2
permission raised for rahel g. without approval,SECURITY,hard_synthetic_v2
subcon Horizon Mat NCR list updated by Mesfin,PROJECT_RESOURCE,hard_synthetic_v2
generator hours high vs plan (Bereket D.),PROJECT_RESOURCE,hard_synthetic_v2
repeated open of restricted folder by Meron T.,USER_ACTIVITY,hard_synthetic_v2
commercial rates shared outside (Solomon A.),REPORT_DOCUMENT,hard_synthetic_v2
drawing pack uploaded by mesfin (check),REPORT_DOCUMENT,hard_synthetic_v2
Bereket D. login failed from 197.4.236.148,SECURITY,hard_synthetic_v2
noted on site - site report late by 13 days (Samuel),COMPLIANCE,hard_synthetic_v2
as-built ZIP downloaded by Marta T.,REPORT_DOCUMENT,hard_synthetic_v2
2026-08-23 method statement still draft but signed (Helen),COMPLIANCE,hard_synthetic_v2
report problem excavator out 7 days,PROJECT_RESOURCE,hard_synthetic_v2
engineer Abebe K. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
mass status edit (100 tasks) by getachew,USER_ACTIVITY,hard_synthetic_v2
cement overuse 30% on Site 3 (Abebe K.) - please confirm,PROJECT_RESOURCE,hard_synthetic_v2
2026-09-03 T25428: problem on DD Warehouse multiple failed logins on,SECURITY,hard_synthetic_v2
milestone 'MEP 1st fix' delayed (Solomon A.),PROJECT_RESOURCE,hard_synthetic_v2
document export by Hanna A.,COMPLIANCE,hard_synthetic_v2
document exprot by getachew,FINANCIAL,hard_synthetic_v2
drawing pack uploaded by Mesfin,REPORT_DOCUMENT,hard_synthetic_v2
mesfin opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
138 edits in under 5 min by sara b.,USER_ACTIVITY,hard_synthetic_v2
dormant account Sara B. active after 15 months,USER_ACTIVITY,hard_synthetic_v2
measurement sheet deleeted (tigist),DATA_INTEGRITY,hard_synthetic_v2
bulk delete of 48 rows by Henok T. | need follow up,USER_ACTIVITY,hard_synthetic_v2
T37551: commercial rates shared outside (Abebe K.) | noted on site - site lay,REPORT_DOCUMENT,hard_synthetic_v2
large payment released without second sign-off (Mesfin) | need follow up,FINANCIAL,hard_synthetic_v2
hold point skipped on foundation (Marta T.),COMPLIANCE,hard_synthetic_v2
T51727: external data import by Hanna A.,DATA_INTEGRITY,hard_synthetic_v2
approval bypassed on wo-727 by henok t.,COMPLIANCE,hard_synthetic_v2
budget increased 26% on Hawassa P2 by Mesfin,FINANCIAL,hard_synthetic_v2
2026-01-25 please investigate cement overuse 19% on,PROJECT_RESOURCE,hard_synthetic_v2
doc export by Marta T.,REPORT_DOCUMENT,hard_synthetic_v2
flagged item full cost DB exported,REPORT_DOCUMENT,hard_synthetic_v2
as discussed - permision raised for Getachew without approval,SECURITY,hard_synthetic_v2
duplicate supplier invoice #9998,DATA_INTEGRITY,hard_synthetic_v2
large payment released without second sign-off (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
issue with rahel g. - ezih,REPORT_DOCUMENT,hard_synthetic_v2
212 edits in under 5 min by Selam F.,USER_ACTIVITY,hard_synthetic_v2
T54381: rebar over-ordered 11% block A,PROJECT_RESOURCE,hard_synthetic_v2
toolbox talk sheet missing (Bereket D.),COMPLIANCE,hard_synthetic_v2
hold point skipped on foundation (Abebe K.),COMPLIANCE,hard_synthetic_v2
115 edits in under 5 min by Samuel,USER_ACTIVITY,hard_synthetic_v2
2026-10-18 toolbox talk sheet missing (Tigist),COMPLIANCE,hard_synthetic_v2
bugdet increased 19% on Hawassa P2 by Selam F.,FINANCIAL,hard_synthetic_v2
Getachew tried admin console - denied,SECURITY,hard_synthetic_v2
2025-12-21 permission raised for Marta T. without approval,SECURITY,hard_synthetic_v2
data issue,DATA_INTEGRITY,hard_synthetic_v2
T37475: session from unknown device (sara b.) - please confirm,SECURITY,hard_synthetic_v2
2025-10-13 dormant account Helen active after 12 months,USER_ACTIVITY,hard_synthetic_v2
T98217: unapproved edit to record by Tigist,SECURITY,hard_synthetic_v2
as-built ZIP downloaded by Helen,REPORT_DOCUMENT,hard_synthetic_v2
2026-04-09 site report late by 16 days (Henok T.),COMPLIANCE,hard_synthetic_v2
permission raised for bereket d. without approval,SECURITY,hard_synthetic_v2
2025-12-03 external share of project file (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
as-built ZIP downloaded by Getachew,REPORT_DOCUMENT,hard_synthetic_v2
password reset requested then cancelled (samuel),SECURITY,hard_synthetic_v2
NCR closed without QM signature (Bereket D.),COMPLIANCE,hard_synthetic_v2
contractor review score 57/100 by Lidya W.,PROJECT_RESOURCE,hard_synthetic_v2
2025-01-08 unusual activity volume by Biruk M.,USER_ACTIVITY,hard_synthetic_v2
2026-08-17 env spill report delayed (Selam F.),COMPLIANCE,hard_synthetic_v2
contractor review score 80/100 by biruk m.,PROJECT_RESOURCE,hard_synthetic_v2
large payment released without second sign-off (hanna a.),FINANCIAL,hard_synthetic_v2
CSV import overwrote approved qty (Solomon A.),DATA_INTEGRITY,hard_synthetic_v2
approval bypassed on WO-416 by Selam F.,COMPLIANCE,hard_synthetic_v2
bulk reassign 195 tasks - no comment (henok t.),USER_ACTIVITY,hard_synthetic_v2
yonas g. tried admin console - denied,SECURITY,hard_synthetic_v2
bugdet line edit on Bole Tower (Henok T.),FINANCIAL,hard_synthetic_v2
late submission of daily report (Selam F.),COMPLIANCE,hard_synthetic_v2
T51915: certificate PDF swapped by Kidus A.,DATA_INTEGRITY,hard_synthetic_v2
2025-10-18 password reset requested then cancelled (Biruk M.),SECURITY,hard_synthetic_v2
T87565: toolbox talk sheet missing (henok t.),COMPLIANCE,hard_synthetic_v2
measurement sheet deleted (Getachew) | urgent,DATA_INTEGRITY,hard_synthetic_v2
scaffold parts missing after demob (Samuel),PROJECT_RESOURCE,hard_synthetic_v2
payment run for Abyssinia Hire by Solomon .,FINANCIAL,hard_synthetic_v2
site report late by 11 days (dawit h.),COMPLIANCE,hard_synthetic_v2
cement overuse 8% on Site 3 (Tigist),PROJECT_RESOURCE,hard_synthetic_v2
Bereket D. login failed from 197.12.175.4,SECURITY,hard_synthetic_v2
material overuse logged on site 3,PROJECT_RESOURCE,hard_synthetic_v2
temporary entry - Henok T. tried admin console - denied,SECURITY,hard_synthetic_v2
equipment checkout overdue (Henok T.),PROJECT_RESOURCE,hard_synthetic_v2
duplicate invoice #1246 entered,COMPLIANCE,hard_synthetic_v2
2026-07-17 bulk delete of 204 rows by kidus a. (check),USER_ACTIVITY,hard_synthetic_v2
2026-01-19 test results changed without approval (Rahel G.) | temporary entry,DATA_INTEGRITY,hard_synthetic_v2
check Kidus A. activity 53 edits in under,USER_ACTIVITY,hard_synthetic_v2
external share of project file (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
T90235: external share of project file (biruk m.),REPORT_DOCUMENT,hard_synthetic_v2
2026-09-09 QA plan changed post-approval (Getachew),REPORT_DOCUMENT,hard_synthetic_v2
"needs review payment of ETB 648,000",FINANCIAL,hard_synthetic_v2
T10313: test results changed without approval (getachew),DATA_INTEGRITY,hard_synthetic_v2
per site instruction - old spec rev deleted (Meron T.) - please confirm,REPORT_DOCUMENT,hard_synthetic_v2
document export by tigist,REPORT_DOCUMENT,hard_synthetic_v2
attendance history row removed by kidus a. | see attachment,DATA_INTEGRITY,hard_synthetic_v2
structure slipped 2 days (Dawit H.),PROJECT_RESOURCE,hard_synthetic_v2
failed authentication for Helen,PROJECT_RESOURCE,hard_synthetic_v2
data issue geo anomaly: abebe k.,SECURITY,hard_synthetic_v2
2025-02-04 qty take-off altered - no CO (Samuel),DATA_INTEGRITY,hard_synthetic_v2
T77740: per site instruction - contractor review score 59/100 by Hanna A.,PROJECT_RESOURCE,hard_synthetic_v2
old spec rev deleted (Solomon A.),REPORT_DOCUMENT,hard_synthetic_v2
drawing pack uploaded by yonas g.,DATA_INTEGRITY,hard_synthetic_v2
T54444: equipment checkout overdue (Dawit H.),PROJECT_RESOURCE,hard_synthetic_v2
user list exported by Rahel G. after hours,USER_ACTIVITY,hard_synthetic_v2
external share of project file (Lidya W.),REPORT_DOCUMENT,hard_synthetic_v2
ncr closed without qm signature (bereket d.),COMPLIANCE,hard_synthetic_v2
failed authentication for Abebe K.,SECURITY,hard_synthetic_v2
2026-04-28 T34834: site report late by 8 days (Tigist),COMPLIANCE,hard_synthetic_v2
password reset requested then cancelled (Sara B.) | noted on site,SECURITY,hard_synthetic_v2
late submission of daily report (mesfin),COMPLIANCE,hard_synthetic_v2
sensitive salary data viewed by Dawit H.,USER_ACTIVITY,hard_synthetic_v2
T25927: QA plan changed post-approval (Mesfin),REPORT_DOCUMENT,hard_synthetic_v2
external share of project file (getachew),REPORT_DOCUMENT,hard_synthetic_v2
"payment of ETB 536,000 approved by Helen",FINANCIAL,hard_synthetic_v2
NCR closed without QM signature (Henok T.),COMPLIANCE,hard_synthetic_v2
user list exported by Yonas G. after hours,USER_ACTIVITY,hard_synthetic_v2
permit submitted after work started (Solomon A.),REPORT_DOCUMENT,hard_synthetic_v2
contractor import replaced values (abebe k.),DATA_INTEGRITY,hard_synthetic_v2
T89078: commercial rates shared outside (Mesfin),REPORT_DOCUMENT,hard_synthetic_v2
unauthorized access attempt by Selam F.,SECURITY,hard_synthetic_v2
2026-07-13 dormant account Getachew active after 12 months,USER_ACTIVITY,hard_synthetic_v2
2026-12-25 toolbox talk sheet missing (yonas g.),COMPLIANCE,hard_synthetic_v2
file shared to client@own.org by Helen,REPORT_DOCUMENT,hard_synthetic_v2
PPE violation noted for crew of Lidya W.,COMPLIANCE,hard_synthetic_v2
T68763: Biruk M. log-in failed from 197.155.190.174,SECURITY,hard_synthetic_v2
